 175  0.360000000000E+02  0.277777777778E-01           -Infinity           -Infinity           -Infinity
 176  0.362400000000E+02  0.275938189845E-01           -Infinity           -Infinity           -Infinity
 177  0.364800000000E+02  0.274122807018E-01           -Infinity           -Infinity           -Infinity
 178  0.367200000000E+02  0.272331154684E-01           -Infinity           -Infinity           -Infinity
 179  0.369600000000E+02  0.270562770563E-01           -Infinity           -Infinity           -Infinity
 180  0.372000000000E+02  0.268817204301E-01           -Infinity           -Infinity           -Infinity
 181  0.374400000000E+02  0.267094017094E-01           -Infinity           -Infinity           -Infinity
 182  0.376800000000E+02  0.265392781316E-01           -Infinity           -Infinity           -Infinity
 183  0.379200000000E+02  0.263713080169E-01           -Infinity           -Infinity           -Infinity
 184  0.381600000000E+02  0.262054507338E-01           -Infinity           -Infinity           -Infinity
 185  0.384000000000E+02  0.260416666667E-01           -Infinity           -Infinity           -Infinity
 186  0.386400000000E+02  0.258799171843E-01           -Infinity           -Infinity           -Infinity
 187  0.388800000000E+02  0.257201646091E-01           -Infinity           -Infinity           -Infinity
 188  0.391200000000E+02  0.255623721881E-01           -Infinity           -Infinity           -Infinity
 189  0.393600000000E+02  0.254065040650E-01           -Infinity           -Infinity           -Infinity
 190  0.396000000000E+02  0.252525252525E-01           -Infinity           -Infinity           -Infinity
 191  0.398400000000E+02  0.251004016064E-01           -Infinity           -Infinity           -Infinity
 192  0.400800000000E+02  0.249500998004E-01           -Infinity           -Infinity           -Infinity
 193  0.403200000000E+02  0.248015873016E-01           -Infinity           -Infinity           -Infinity
 194  0.405600000000E+02  0.246548323471E-01           -Infinity           -Infinity           -Infinity
 195  0.408000000000E+02  0.245098039216E-01           -Infinity           -Infinity           -Infinity
 196  0.410400000000E+02  0.243664717349E-01           -Infinity           -Infinity           -Infinity
 197  0.412800000000E+02  0.242248062016E-01           -Infinity           -Infinity           -Infinity
 198  0.415200000000E+02  0.240847784200E-01           -Infinity           -Infinity           -Infinity
 199  0.417600000000E+02  0.239463601533E-01           -Infinity           -Infinity           -Infinity
 200  0.420000000000E+02  0.238095238095E-01           -Infinity           -Infinity           -Infinity
 201  0.422400000000E+02  0.236742424242E-01           -Infinity           -Infinity           -Infinity
 202  0.424800000000E+02  0.235404896422E-01           -Infinity           -Infinity           -Infinity
 203  0.427200000000E+02  0.234082397004E-01           -Infinity           -Infinity           -Infinity
 204  0.429600000000E+02  0.232774674115E-01           -Infinity           -Infinity           -Infinity
 205  0.432000000000E+02  0.231481481481E-01           -Infinity           -Infinity           -Infinity
 206  0.434400000000E+02  0.230202578269E-01           -Infinity           -Infinity           -Infinity
 207  0.436800000000E+02  0.228937728938E-01           -Infinity           -Infinity           -Infinity
 208  0.439200000000E+02  0.227686703097E-01           -Infinity           -Infinity           -Infinity
 209  0.441600000000E+02  0.226449275362E-01           -Infinity           -Infinity           -Infinity
 210  0.444000000000E+02  0.225225225225E-01           -Infinity           -Infinity           -Infinity
 211  0.446400000000E+02  0.224014336918E-01           -Infinity           -Infinity           -Infinity
 212  0.448800000000E+02  0.222816399287E-01           -Infinity           -Infinity           -Infinity
 213  0.451200000000E+02  0.221631205674E-01           -Infinity           -Infinity           -Infinity
 214  0.453600000000E+02  0.220458553792E-01           -Infinity           -Infinity           -Infinity
 215  0.456000000000E+02  0.219298245614E-01           -Infinity           -Infinity           -Infinity
 216  0.458400000000E+02  0.218150087260E-01           -Infinity           -Infinity           -Infinity
 217  0.460800000000E+02  0.217013888889E-01           -Infinity           -Infinity           -Infinity
 218  0.463200000000E+02  0.215889464594E-01           -Infinity           -Infinity           -Infinity
 219  0.465600000000E+02  0.214776632302E-01           -Infinity           -Infinity           -Infinity
 220  0.468000000000E+02  0.213675213675E-01           -Infinity           -Infinity           -Infinity
 221  0.470400000000E+02  0.212585034014E-01           -Infinity           -Infinity           -Infinity
 222  0.472800000000E+02  0.211505922166E-01           -Infinity           -Infinity           -Infinity
 223  0.475200000000E+02  0.210437710438E-01           -Infinity           -Infinity           -Infinity
 224  0.477600000000E+02  0.209380234506E-01           -Infinity           -Infinity           -Infinity
 225  0.480000000000E+02  0.208333333333E-01           -Infinity           -Infinity           -Infinity
 226  0.482400000000E+02  0.207296849088E-01           -Infinity           -Infinity           -Infinity
 227  0.484800000000E+02  0.206270627063E-01           -Infinity           -Infinity           -Infinity
 228  0.487200000000E+02  0.205254515599E-01           -Infinity           -Infinity           -Infinity
 229  0.489600000000E+02  0.204248366013E-01           -Infinity           -Infinity           -Infinity
 230  0.492000000000E+02  0.203252032520E-01           -Infinity           -Infinity           -Infinity
 231  0.494400000000E+02  0.202265372168E-01           -Infinity           -Infinity           -Infinity
 232  0.496800000000E+02  0.201288244767E-01           -Infinity           -Infinity           -Infinity
 233  0.499200000000E+02  0.200320512821E-01           -Infinity           -Infinity           -Infinity
 234  0.501600000000E+02  0.199362041467E-01           -Infinity           -Infinity           -Infinity
 235  0.504000000000E+02  0.198412698413E-01           -Infinity           -Infinity           -Infinity
 236  0.506400000000E+02  0.197472353870E-01           -Infinity           -Infinity           -Infinity
 237  0.508800000000E+02  0.196540880503E-01           -Infinity           -Infinity           -Infinity
 238  0.511200000000E+02  0.195618153365E-01           -Infinity           -Infinity           -Infinity
 239  0.513600000000E+02  0.194704049844E-01           -Infinity           -Infinity           -Infinity
 240  0.516000000000E+02  0.193798449612E-01           -Infinity           -Infinity           -Infinity
 241  0.518400000000E+02  0.192901234568E-01           -Infinity           -Infinity           -Infinity
 242  0.520800000000E+02  0.192012288786E-01           -Infinity           -Infinity           -Infinity
 243  0.523200000000E+02  0.191131498471E-01           -Infinity           -Infinity           -Infinity
 244  0.525600000000E+02  0.190258751903E-01           -Infinity           -Infinity           -Infinity
 245  0.528000000000E+02  0.189393939394E-01           -Infinity           -Infinity           -Infinity
 246  0.530400000000E+02  0.188536953243E-01           -Infinity           -Infinity           -Infinity
 247  0.532800000000E+02  0.187687687688E-01           -Infinity           -Infinity           -Infinity
